Customer ID;Customer Name;Order ID;Quantity;Product;Order Received;Order Started;Order Completed;Order Delivered
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;681c10df-7ef0-4d1a-9470-aef75a9a7cb0;1;Produkt 3;6/10/2024 12:55:27 PM;6/10/2024 1:26:27 PM;6/10/2024 2:07:27 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;990bc0de-4160-410e-91e4-c5b7cba6ec1b;1;Produkt 1;6/10/2024 12:55:27 PM;6/10/2024 12:55:27 PM;6/10/2024 1:57:09 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;ab78b52a-7369-4d66-92a3-6cc9cdc7f889;1;Produkt 5;6/10/2024 3:55:27 PM;6/10/2024 3:55:27 PM;6/10/2024 4:25:57 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;b93aefe2-d3fe-486e-9fa9-62f6b3d94d89;1;Produkt 3;6/10/2024 5:45:27 PM;6/10/2024 5:45:27 PM;6/10/2024 6:25:27 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;63d6b779-777d-49ea-9a6e-1664f9d563b4;1;Produkt 3;6/10/2024 9:35:27 PM;6/10/2024 9:35:27 PM;6/10/2024 10:14:27 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;e920b625-5780-4a22-b743-6e8b10fbfdc8;1;Produkt 5;6/10/2024 10:55:27 PM;6/10/2024 10:55:27 PM;6/10/2024 11:27:27 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;3598ea96-cbb8-4139-9d44-7908cd4ff540;1;Produkt 1;6/11/2024 1:45:27 AM;6/11/2024 1:45:27 AM;6/11/2024 2:40:27 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;b852e3cb-4337-417d-a9df-3c5706ab592a;1;Produkt 4;6/11/2024 4:15:27 AM;6/11/2024 4:15:27 AM;6/11/2024 6:27:05 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;95305533-ac68-428e-9aff-b0394a763f78;1;Produkt 3;6/11/2024 4:55:27 AM;6/11/2024 6:48:35 AM;6/11/2024 10:57:44 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;654cbc4e-d2b4-4c90-9e0e-ed1153e03a34;1;Produkt 5;6/11/2024 5:25:27 AM;6/11/2024 6:58:21 AM;6/11/2024 9:35:19 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;a72b4fd7-f212-4cdb-9fcf-051573506e63;1;Produkt 2;6/11/2024 5:35:27 AM;6/11/2024 6:25:27 AM;6/11/2024 2:04:14 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;c453424d-06e8-4033-ac60-af047f54c0ae;1;Produkt 4;6/11/2024 9:35:27 AM;6/11/2024 9:37:34 AM;6/11/2024 10:50:49 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;01316a9a-0d88-45f7-884f-3cbe9ec9bf4a;1;Produkt 1;6/11/2024 10:15:27 AM;6/11/2024 10:15:27 AM;6/11/2024 3:01:52 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;554ef74b-2731-49da-a8e4-035f4f205a79;1;Produkt 1;6/11/2024 12:25:27 PM;6/11/2024 2:21:52 PM;6/11/2024 3:51:17 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;a67370d6-4d91-4458-8209-7fbd80dcf6b8;1;Produkt 1;6/11/2024 2:55:27 PM;6/11/2024 2:55:27 PM;6/11/2024 5:28:44 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;31c01706-5cfe-46b3-afd7-66d74e88647a;1;Produkt 5;6/11/2024 3:55:27 PM;6/11/2024 6:15:27 PM;6/11/2024 7:39:57 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;4be63449-a92e-4f90-93df-fc7e0d713947;1;Produkt 1;6/11/2024 4:55:27 PM;6/11/2024 5:55:27 PM;6/11/2024 7:06:27 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;bc624fc0-86b7-4934-8392-e0d712fd28a9;1;Produkt 5;6/11/2024 9:25:27 PM;6/11/2024 9:25:27 PM;6/11/2024 10:18:57 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;9f31fdc5-df53-456d-9ff7-28c237f8b73e;1;Produkt 1;6/11/2024 10:25:27 PM;6/11/2024 10:25:27 PM;6/11/2024 11:20:27 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;2b9d1f5c-d683-4dfe-b0cb-b05f899be043;1;Produkt 5;6/12/2024 5:35:27 AM;6/12/2024 5:35:27 AM;6/12/2024 6:05:57 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;44486e64-71d6-48f2-ae8f-87a2756ebef0;1;Produkt 1;6/12/2024 10:35:27 AM;6/12/2024 10:35:27 AM;6/12/2024 11:34:39 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;f388f2d4-5671-4e00-9a2a-b5091f00fde5;1;Produkt 5;6/12/2024 12:15:27 PM;6/12/2024 12:15:27 PM;6/12/2024 12:49:09 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;a0644129-85ee-466a-9ace-0771a1d2834a;1;Produkt 5;6/12/2024 3:35:27 PM;6/12/2024 3:35:27 PM;6/12/2024 4:25:57 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;1c51d843-9028-46ff-83f0-f6d439565484;1;Produkt 1;6/12/2024 9:45:27 PM;6/12/2024 9:45:27 PM;6/12/2024 10:43:27 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;c94203ab-6c84-4c5c-808f-104227bec4d6;1;Produkt 5;6/12/2024 11:25:27 PM;6/12/2024 11:25:27 PM;6/12/2024 11:55:57 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;64b581e8-be28-47bb-b858-0cf801d6840c;1;Produkt 1;6/13/2024 1:35:27 AM;6/13/2024 1:35:27 AM;6/13/2024 2:30:27 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;b365138a-314f-41f9-8e22-f18211a5b81f;1;Produkt 5;6/13/2024 3:45:27 AM;6/13/2024 3:45:27 AM;6/13/2024 4:15:57 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;0a2f482e-acfa-4bdc-8a94-4f558c0eab16;1;Produkt 5;6/13/2024 6:45:27 AM;6/13/2024 6:45:27 AM;6/13/2024 7:17:27 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;717c7872-fd9d-4367-bda5-85e9381d9de5;1;Produkt 2;6/13/2024 7:05:27 AM;6/13/2024 7:05:27 AM;6/13/2024 8:00:27 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;8ec30d22-b71f-49d9-b22f-d28b573e9f3e;1;Produkt 1;6/13/2024 8:55:27 AM;6/13/2024 8:55:27 AM;6/13/2024 9:53:27 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;671861ee-bfdb-411a-ba62-9b4bd137e616;1;Produkt 3;6/13/2024 9:45:27 AM;6/13/2024 9:45:27 AM;6/13/2024 10:24:27 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;d0e9e91c-6dd3-4917-89a6-972dbbf21efd;1;Produkt 4;6/13/2024 10:45:27 AM;6/13/2024 10:45:27 AM;6/13/2024 11:48:57 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;4702bcbe-80c8-4d41-926b-c584158508dc;1;Produkt 4;6/13/2024 4:25:27 PM;6/13/2024 4:25:27 PM;6/13/2024 5:24:57 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;dcc360fd-ddb1-46ab-b3a8-f38ef9282619;1;Produkt 3;6/13/2024 6:15:27 PM;6/13/2024 6:15:27 PM;6/13/2024 6:55:27 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;6ba1a5d0-70d8-4445-9956-b972de56dfc5;1;Produkt 4;6/13/2024 8:05:27 PM;6/13/2024 8:05:27 PM;6/13/2024 9:04:57 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;1acd00e2-d5ac-4357-bda6-a0df15bc2614;1;Produkt 1;6/13/2024 9:35:27 PM;6/13/2024 9:35:27 PM;6/13/2024 10:31:27 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;012e7d33-c90e-4e61-bbbe-3460bbc101f7;1;Produkt 4;6/14/2024 12:15:27 AM;6/14/2024 12:15:27 AM;6/14/2024 1:14:57 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;c6fbd0d7-a8d7-45e7-9df6-693411913992;1;Produkt 3;6/14/2024 3:15:27 AM;6/14/2024 3:15:27 AM;6/14/2024 3:53:27 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;ee6c5d81-2caf-4361-8a44-ce59d23a0a8f;1;Produkt 4;6/14/2024 3:25:27 AM;6/14/2024 3:25:27 AM;6/14/2024 4:44:27 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;180af7f3-86d5-4ab7-8196-55255a95e720;1;Produkt 1;6/14/2024 6:45:27 AM;6/14/2024 6:45:27 AM;6/14/2024 7:41:27 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;1cdac7cf-2108-4b43-8466-c74d4a8154ef;1;Produkt 3;6/14/2024 9:35:27 AM;6/14/2024 9:35:27 AM;6/14/2024 10:14:27 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;792c16e3-9ce8-4dd4-9da2-c96d64aa33a1;1;Produkt 5;6/14/2024 11:35:27 AM;6/14/2024 11:35:27 AM;6/14/2024 12:07:27 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;50030839-242a-41c8-ab0c-4a67052c655a;1;Produkt 4;6/14/2024 1:05:27 PM;6/14/2024 1:05:27 PM;6/14/2024 2:25:27 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;f0d711fd-2a6f-4556-8e0c-a9f5eb3c2f4d;1;Produkt 5;6/14/2024 4:05:27 PM;6/14/2024 4:05:27 PM;6/14/2024 4:58:27 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;305fe445-427e-4793-b1d3-e7449b7d84e7;1;Produkt 5;6/14/2024 4:35:27 PM;6/14/2024 4:35:27 PM;6/14/2024 5:13:27 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;080f014c-d594-48ac-9c43-90a5e3c5c77e;1;Produkt 2;6/14/2024 4:55:27 PM;6/14/2024 4:55:27 PM;6/14/2024 5:50:57 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;18c9422a-e6eb-4818-a012-4edfec9c0da0;1;Produkt 5;6/14/2024 5:15:27 PM;6/14/2024 5:15:27 PM;6/14/2024 5:45:57 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;e70b7beb-47b6-4811-bb25-73f694819425;1;Produkt 5;6/14/2024 6:25:27 PM;6/14/2024 6:25:27 PM;6/14/2024 7:04:57 PM;1/1/0001 12:00:00 AM
